Employeeid,Age,Experience,EducationField,City,Department,Job_Title,Gender,NumCompaniesWorked,Attrition,Attrition_num
114284,33,2,B.Tech/B.E.,Bangalore,Accounting,Lead Engineer ,Male,3,No,0
114362,30,0,Ph.D/Doctorate,Hyderabad,Support,Project Leader ,Male,5,No,0
114437,31,0,Ph.D/Doctorate,Delhi,Product Management,Lead Engineer ,Male,2,No,0
114450,32,1,Other degrees,Kolkata,Accounting,Senior Engineer ,Male,3,No,0
114458,33,4,M.Tech/M.E.,Chennai,Accounting,Technical Lead ,Male,5,Yes,1
114479,30,0,Ph.D/Doctorate,Bangalore,Product Management,Senior Engineer ,Male,3,No,0
114482,31,2,M.Tech/M.E.,Bangalore,Support,Lead Engineer ,Male,2,No,0
114486,31,3,Ph.D/Doctorate,Kolkata,Product Management,Lead Engineer ,Male,5,Yes,1
114492,34,3,B.Tech/B.E.,Delhi,Product Management,Project Leader ,Male,3,No,0
114498,36,0,B.Tech/B.E.,Ahmedabad,Accounting,Project Manager ,Male,4,No,0
114572,27,0,M.Tech/M.E.,Chennai,Product Management,Senior Engineer ,Female,2,No,0
114610,32,0,MBA/PGDM,Hyderabad,Training,Project Leader ,Male,4,No,0
114619,31,1,B.Tech/B.E.,Hyderabad,Support,Technical Lead ,Male,4,No,0
114666,35,0,Other degrees,Chennai,Product Management,Project Manager ,Male,4,No,0
114670,30,1,MBA/PGDM,Kolkata,Human Resources,Project Leader ,Male,5,No,0
114671,29,1,MBA/PGDM,Bangalore,Support,Technical Lead ,Male,4,No,0
114682,35,0,Other degrees,Ahmedabad,Accounting,Project Leader ,Male,3,No,0
114778,32,0,Other degrees,Ahmedabad,Training,Project Leader ,Male,2,No,0
114896,54,3,Other degrees,Bangalore,Sales,Project Manager ,Male,2,No,0
114908,27,3,B.Tech/B.E.,Kolkata,Human Resources,Project Leader ,Female,5,No,0
114914,36,3,MBA/PGDM,Delhi,Sales,Senior Engineer  ,Male,5,No,0
114921,27,3,M.Tech/M.E.,Ahmedabad,Support,Engineer ,Male,2,No,0
114923,41,3,Ph.D/Doctorate,Chennai,Support,Project Leader ,Male,3,No,0
114931,32,3,Ph.D/Doctorate,Ahmedabad,Sales,Associate Engineer  ,Male,3,No,0
114950,64,3,M.Tech/M.E.,Delhi,Accounting,General Manager ,Male,5,No,0
114956,25,3,MBA/PGDM,Delhi,Support,Associate Engineer  ,Male,4,Yes,1
114961,27,3,Ph.D/Doctorate,Chennai,Human Resources,Associate Engineer  ,Male,4,Yes,1
114990,49,3,B.Tech/B.E.,Chennai,Human Resources,Lead Engineer ,Female,3,No,0
114992,28,3,Other degrees,Ahmedabad,Legal,Team Lead ,Male,2,No,0
114995,26,3,B.Tech/B.E.,Delhi,Human Resources,Senior Engineer ,Male,3,No,0
114999,62,3,MBA/PGDM,Kolkata,Human Resources,Project Leader ,Male,4,Yes,1
115001,31,3,M.Tech/M.E.,Hyderabad,Legal,Senior Associate - -,Female,4,No,0
115002,28,3,MBA/PGDM,Bangalore,Training,Senior Engineer  ,Male,4,No,0
115007,25,3,Other degrees,Hyderabad,Training,Senior Engineer ,Male,2,Yes,1
115075,27,3,Ph.D/Doctorate,Hyderabad,Engineering,Senior Engineer ,Female,3,Yes,1
115077,32,3,Other degrees,Delhi,Training,Associate Engineer ,Male,4,Yes,1
115078,61,3,Ph.D/Doctorate,Ahmedabad,Sales,Senior Engineer  ,Female,5,No,0
115080,28,3,MBA/PGDM,Kolkata,Human Resources,Senior Engineer  ,Male,4,No,0
115122,27,3,M.Tech/M.E.,Delhi,Support,Project Leader ,Male,4,No,0
115126,26,3,M.Tech/M.E.,Ahmedabad,Accounting,Project Leader ,Male,4,No,0
115129,34,3,M.Tech/M.E.,Ahmedabad,Sales,Technical Lead ,Male,5,No,0
115169,41,3,M.Tech/M.E.,Bangalore,Legal,Lead Engineer  ,Male,3,No,0
115170,52,3,Ph.D/Doctorate,Kolkata,Human Resources,Project Leader ,Male,2,No,0
115188,39,6,Ph.D/Doctorate,Bangalore,Sales,Lead Engineer  ,Male,2,No,0
115205,67,3,M.Tech/M.E.,Hyderabad,Sales,Senior Lead Engineer ,Male,4,No,0
115212,27,3,MBA/PGDM,Hyderabad,Training,Senior Engineer ,Male,2,No,0
115245,60,3,MBA/PGDM,Delhi,Sales,Senior Lead Engineer ,Male,3,No,0
115246,72,3,B.Tech/B.E.,Chennai,Sales,Lead Engineer ,Male,3,No,0
115265,27,3,Ph.D/Doctorate,Ahmedabad,Services,Senior Engineer ,Male,4,No,0
115331,26,3,B.Tech/B.E.,Kolkata,Legal,Engineer  ,Male,4,No,0
115334,29,4,Ph.D/Doctorate,Hyderabad,Engineering,Senior Engineer  ,Male,2,No,0
115338,34,1,MBA/PGDM,Chennai,Research and Development,Deputy Manager ,Male,3,No,0
115352,63,3,Ph.D/Doctorate,Mumbai,Marketing,Lead Engineer ,Male,2,Yes,1
115370,42,3,B.Tech/B.E.,Hyderabad,Sales,Senior Engineer  ,Male,2,No,0
115371,49,3,M.Tech/M.E.,Chennai,Human Resources,Project Manager ,Female,2,No,0
115402,65,3,B.Tech/B.E.,Delhi,Human Resources,Lead Engineer ,Male,4,Yes,1
115403,29,3,B.Tech/B.E.,Mumbai,Human Resources,Engineer ,Male,3,Yes,1
115432,36,3,Ph.D/Doctorate,Hyderabad,Sales,Technical Lead ,Male,2,No,0
115438,42,3,MBA/PGDM,Delhi,Human Resources,Senior Lead Engineer ,Male,5,No,0
115461,30,3,Ph.D/Doctorate,Chennai,Training,Senior Engineer ,Male,3,No,0
115462,28,3,MBA/PGDM,Ahmedabad,Support,Deputy Manager ,Male,5,No,0
115466,35,3,B.Tech/B.E.,Chennai,Sales,Senior Lead Engineer ,Male,2,No,0
115467,65,2,Ph.D/Doctorate,Chennai,Sales,Senior Engineer  ,Female,3,Yes,1
115470,26,3,Ph.D/Doctorate,Bangalore,Support,Senior Engineer  ,Male,3,Yes,1
115490,64,3,B.Tech/B.E.,Hyderabad,Accounting,Lead Engineer ,Male,5,No,0
115504,61,3,Other degrees,Mumbai,Sales,Senior Lead Engineer ,Male,2,No,0
115505,35,3,MBA/PGDM,Kolkata,Research and Development,Senior Engineer  ,Male,2,No,0
115524,51,3,MBA/PGDM,Hyderabad,Support,Senior Engineer  ,Female,3,No,0
115556,29,3,M.Tech/M.E.,Bangalore,Sales,Senior Engineer ,Male,2,Yes,1
115559,38,3,MBA/PGDM,Ahmedabad,Accounting,Senior Engineer  ,Male,1,No,0
115564,26,3,MBA/PGDM,Kolkata,Sales,Associate Engineer  ,Male,2,No,0
115566,36,3,Other degrees,Mumbai,Support,Specialist ,Male,3,No,0
115574,50,3,Other degrees,Hyderabad,Sales,Project Leader ,Male,2,No,0
115617,46,2,Ph.D/Doctorate,Ahmedabad,Services,Senior Lead Engineer ,Male,3,Yes,1
115620,30,3,M.Tech/M.E.,Bangalore,Human Resources,Senior Associate - -,Male,3,No,0
115624,29,3,Other degrees,Chennai,Human Resources,Engineer  ,Female,3,No,0
115628,41,2,M.Tech/M.E.,Hyderabad,Sales,Engineer ,Male,5,Yes,1
115670,67,3,Ph.D/Doctorate,Mumbai,Human Resources,Technical Lead ,Male,3,No,0
115681,31,4,Ph.D/Doctorate,Chennai,Accounting,Senior Engineer ,Male,1,No,0
115687,26,3,B.Tech/B.E.,Kolkata,Human Resources,Senior Engineer ,Male,3,No,0
115690,27,2,M.Tech/M.E.,Chennai,Support,Senior Engineer ,Male,6,Yes,1
115694,27,3,Ph.D/Doctorate,Mumbai,Human Resources,Senior Engineer ,Male,3,No,0
115696,30,3,M.Tech/M.E.,Hyderabad,Training,Senior Engineer  ,Male,5,No,0
115697,66,3,MBA/PGDM,Chennai,Human Resources,Senior Lead Engineer ,Male,4,No,0
115700,34,9,Other degrees,Hyderabad,Sales,Project Leader ,Male,1,Yes,1
115702,51,2,M.Tech/M.E.,Chennai,Business Development,Engineer  ,Female,3,Yes,1
115724,55,3,B.Tech/B.E.,Chennai,Human Resources,Senior Engineer  ,Female,3,No,0
115727,67,2,Other degrees,Kolkata,Support,Lead Engineer ,Male,2,Yes,1
115736,30,3,M.Tech/M.E.,Kolkata,Sales,Program Manager ,Male,3,No,0
115737,35,3,Other degrees,Mumbai,Support,Senior Engineer  ,Female,2,No,0
115738,50,3,Other degrees,Kolkata,Legal,Senior Engineer  ,Female,6,No,0
115739,43,3,MBA/PGDM,Ahmedabad,Legal,Senior Engineer  ,Female,3,No,0
115742,38,3,MBA/PGDM,Ahmedabad,Sales,Engineer  ,Male,5,No,0
115743,25,2,Other degrees,Chennai,Training,Engineer ,Male,1,Yes,1
115744,26,3,Ph.D/Doctorate,Hyderabad,Training,Senior Engineer ,Male,3,No,0
115745,65,2,B.Tech/B.E.,Ahmedabad,Human Resources,Senior Engineer ,Male,2,Yes,1
115746,26,3,B.Tech/B.E.,Ahmedabad,Human Resources,Senior Engineer ,Male,2,No,0
115747,26,3,MBA/PGDM,Mumbai,Human Resources,Senior Engineer  ,Male,6,No,0
115753,58,3,M.Tech/M.E.,Kolkata,Human Resources,Senior Lead Engineer ,Male,3,No,0
115771,31,3,MBA/PGDM,Delhi,Legal,Senior Engineer ,Male,3,No,0
115772,36,3,MBA/PGDM,Kolkata,Support,Senior Engineer ,Male,5,No,0
115773,30,3,B.Tech/B.E.,Kolkata,Sales,Senior Engineer  ,Male,3,No,0
115776,26,3,M.Tech/M.E.,Kolkata,Support,Senior Engineer ,Male,2,No,0
115777,31,3,MBA/PGDM,Kolkata,Support,Senior Engineer  ,Male,3,No,0
115778,32,3,M.Tech/M.E.,Delhi,Support,Senior Engineer ,Male,3,No,0
115783,70,3,Other degrees,Chennai,Business Development,Senior Engineer ,Male,3,No,0
115786,25,3,Ph.D/Doctorate,Hyderabad,Human Resources,Engineer  ,Male,5,No,0
115800,59,3,MBA/PGDM,Chennai,Support,Assistant Vice-President ,Male,3,No,0
115801,25,2,Ph.D/Doctorate,Delhi,Human Resources,Senior Engineer  ,Male,3,Yes,1
115822,29,3,B.Tech/B.E.,Ahmedabad,Support,Associate Engineer  ,Male,3,No,0
115826,36,3,B.Tech/B.E.,Hyderabad,Human Resources,Lead Engineer  ,Male,2,No,0
115827,26,3,MBA/PGDM,Kolkata,Human Resources,Senior Engineer  ,Male,2,No,0
115828,25,3,M.Tech/M.E.,Hyderabad,Human Resources,Program Manager ,Male,3,No,0
115832,24,2,Other degrees,Kolkata,Support,Engineer ,Male,5,Yes,1
115838,39,3,Ph.D/Doctorate,Hyderabad,Legal,Associate Engineer  ,Female,3,No,0
115846,27,3,B.Tech/B.E.,Bangalore,Research and Development,Associate Engineer ,Male,5,No,0
115847,28,3,Other degrees,Kolkata,Research and Development,Associate Engineer ,Male,4,Yes,1
115848,25,3,M.Tech/M.E.,Chennai,Training,Engineer ,Male,4,Yes,1
115849,25,3,Ph.D/Doctorate,Ahmedabad,Training,Associate Engineer ,Male,4,Yes,1
115853,26,3,Other degrees,Hyderabad,Training,Associate Engineer ,Male,4,No,0
115854,25,2,Other degrees,Ahmedabad,Training,Associate Engineer ,Male,2,Yes,1
115855,25,3,M.Tech/M.E.,Chennai,Training,Senior Engineer ,Male,5,No,0
115856,39,3,B.Tech/B.E.,Hyderabad,Training,Technical Lead ,Male,3,No,0
115858,26,3,Other degrees,Chennai,Accounting,Associate Engineer ,Male,6,No,0
115861,56,2,M.Tech/M.E.,Mumbai,Human Resources,Project Leader ,Female,3,Yes,1
115863,54,3,Ph.D/Doctorate,Kolkata,Human Resources,Senior Engineer ,Female,4,No,0
115872,27,3,B.Tech/B.E.,Kolkata,Business Development,Engineer  ,Male,2,No,0
115873,30,2,Other degrees,Chennai,Support,Engineer  ,Female,4,Yes,1
115889,33,3,MBA/PGDM,Hyderabad,Training,Engineer  ,Female,3,No,0
115890,34,2,Other degrees,Bangalore,Marketing,Senior Engineer ,Male,2,Yes,1
115894,27,3,MBA/PGDM,Bangalore,Support,Senior Engineer ,Male,4,No,0
115896,42,3,Other degrees,Kolkata,Engineering,Senior Engineer ,Male,3,No,0
115898,35,3,Ph.D/Doctorate,Bangalore,Human Resources,Project Manager ,Female,2,No,0
115901,25,3,B.Tech/B.E.,Bangalore,Training,Senior Engineer ,Male,3,No,0
115905,47,3,Ph.D/Doctorate,Chennai,Marketing,Associate Engineer  ,Male,2,No,0
115916,29,3,Other degrees,Kolkata,Support,Project Leader ,Male,3,No,0
115954,25,3,Other degrees,Delhi,Training,Senior Engineer ,Male,3,Yes,1
115955,54,3,Other degrees,Chennai,Human Resources,Technical Lead ,Male,4,No,0
115962,30,3,Ph.D/Doctorate,Delhi,Sales,Engineer  ,Female,5,No,0
116056,33,3,Other degrees,Chennai,Support,Senior Engineer ,Male,4,No,0
116057,24,3,MBA/PGDM,Chennai,Training,Senior Engineer ,Male,4,No,0
116058,54,3,MBA/PGDM,Ahmedabad,Sales,Senior Engineer ,Male,3,No,0
116111,32,3,B.Tech/B.E.,Chennai,Sales,Engineer ,Male,5,No,0
116113,24,3,Other degrees,Bangalore,Human Resources,Senior Engineer ,Female,3,No,0
116114,25,3,Other degrees,Hyderabad,Human Resources,Senior Engineer ,Male,4,No,0
116119,28,3,MBA/PGDM,Ahmedabad,Support,Associate Engineer ,Male,4,No,0
116131,25,3,M.Tech/M.E.,Hyderabad,Human Resources,Senior Engineer  ,Female,4,No,0
116133,56,3,Other degrees,Kolkata,Business Development,Project Manager ,Male,2,No,0
116140,65,3,B.Tech/B.E.,Delhi,Business Development,Lead Engineer  ,Male,4,No,0
116152,27,3,Other degrees,Kolkata,Product Management,Engineer ,Male,3,No,0
116154,25,3,M.Tech/M.E.,Delhi,Training,Associate Engineer ,Male,4,No,0
116155,28,3,MBA/PGDM,Chennai,Support,Associate Engineer ,Male,3,No,0
116156,28,2,Ph.D/Doctorate,Bangalore,Sales,Senior Engineer ,Male,2,Yes,1
116157,27,3,M.Tech/M.E.,Chennai,Support,Associate Engineer ,Male,4,No,0
116161,55,3,MBA/PGDM,Chennai,Research and Development,Senior Engineer ,Male,5,No,0
116163,24,2,M.Tech/M.E.,Bangalore,Sales,Engineer ,Male,2,Yes,1
116166,26,3,Other degrees,Delhi,Training,Program Manager ,Female,3,No,0
116167,43,3,Other degrees,Kolkata,Engineering,Senior Engineer  ,Male,3,No,0
116180,63,2,Other degrees,Mumbai,Sales,Engineer  ,Male,5,Yes,1
116210,25,3,B.Tech/B.E.,Bangalore,Human Resources,Associate Engineer ,Male,0,No,0
116214,28,2,B.Tech/B.E.,Delhi,Marketing,Engineer  ,Female,2,Yes,1
116215,31,3,Other degrees,Delhi,Accounting,Associate Engineer  ,Male,4,No,0
116227,26,3,B.Tech/B.E.,Chennai,Support,Associate Engineer  ,Male,5,No,0
116228,25,2,M.Tech/M.E.,Hyderabad,Human Resources,Associate Engineer  ,Male,3,Yes,1
116229,25,2,Ph.D/Doctorate,Hyderabad,Sales,Senior Engineer  ,Male,3,Yes,1
116277,32,3,M.Tech/M.E.,Ahmedabad,Services,Associate Engineer  ,Male,5,No,0
116281,27,3,Other degrees,Bangalore,Services,Program Manager ,Female,4,No,0
116290,27,3,MBA/PGDM,Chennai,Training,Associate Engineer  ,Male,2,No,0
116299,61,3,B.Tech/B.E.,Kolkata,Human Resources,Senior Engineer ,Male,2,No,0
116323,66,3,M.Tech/M.E.,Kolkata,Sales,Associate Engineer  ,Female,2,No,0
116329,35,3,MBA/PGDM,Hyderabad,Training,Program Manager ,Male,5,No,0
116330,38,2,Ph.D/Doctorate,Bangalore,Support,Lead Engineer ,Male,4,Yes,1
116331,25,3,M.Tech/M.E.,Hyderabad,Training,Senior Engineer  ,Male,5,No,0
116332,32,2,MBA/PGDM,Hyderabad,Sales,Associate Engineer  ,Male,2,Yes,1
116368,26,2,MBA/PGDM,Delhi,Accounting,Engineer  ,Male,3,Yes,1
116387,24,3,Ph.D/Doctorate,Bangalore,Engineering,Engineer  ,Male,4,No,0
116389,40,3,B.Tech/B.E.,Bangalore,Sales,Engineer  ,Female,3,No,0
116418,27,3,Other degrees,Delhi,Human Resources,Senior Engineer ,Male,0,No,0
116419,33,3,MBA/PGDM,Hyderabad,Legal,Associate Engineer  ,Male,4,No,0
116420,25,3,M.Tech/M.E.,Bangalore,Sales,Senior Engineer  ,Male,5,No,0
116422,31,3,M.Tech/M.E.,Chennai,Support,Associate Engineer  ,Male,4,No,0
116426,32,3,Ph.D/Doctorate,Bangalore,Human Resources,Engineer  ,Female,2,No,0
116430,28,3,Ph.D/Doctorate,Bangalore,Business Development,Engineer  ,Male,5,No,0
116526,34,3,Ph.D/Doctorate,Bangalore,Training,Associate Engineer  ,Male,1,No,0
116527,30,3,MBA/PGDM,Chennai,Services,Associate Engineer  ,Male,4,No,0
116529,25,3,Ph.D/Doctorate,Chennai,Legal,Associate Engineer ,Female,3,No,0
116531,29,3,Ph.D/Doctorate,Bangalore,Sales,Engineer  ,Female,2,No,0
116533,26,3,B.Tech/B.E.,Hyderabad,Training,Senior Engineer ,Male,5,No,0
116534,27,3,M.Tech/M.E.,Delhi,Training,Senior Engineer ,Male,3,No,0
116567,26,3,B.Tech/B.E.,Delhi,Support,Senior Engineer ,Male,3,No,0
116578,31,3,M.Tech/M.E.,Bangalore,Sales,Engineer ,Male,4,No,0
116580,34,2,Other degrees,Hyderabad,Services,Senior Engineer ,Male,3,Yes,1
116581,25,2,M.Tech/M.E.,Bangalore,Training,Associate Engineer ,Female,3,Yes,1
116583,26,2,MBA/PGDM,Hyderabad,Training,Associate Engineer ,Male,5,Yes,1
116584,28,3,MBA/PGDM,Hyderabad,Business Development,Senior Officer ,Male,5,No,0
116594,28,1,MBA/PGDM,Delhi,Product Management,Senior Engineer ,Male,4,No,0
116596,27,2,B.Tech/B.E.,Kolkata,Support,Associate Engineer ,Male,2,Yes,1
116602,38,2,MBA/PGDM,Bangalore,Training,Associate Engineer ,Male,2,Yes,1
116605,25,3,Ph.D/Doctorate,Bangalore,Engineering,Senior Engineer  ,Female,3,No,0
116607,27,3,B.Tech/B.E.,Bangalore,Sales,Senior Engineer ,Male,3,No,0
116608,31,3,MBA/PGDM,Ahmedabad,Training,Associate Engineer ,Male,3,No,0
116609,30,2,Other degrees,Hyderabad,Sales,Associate Engineer ,Male,3,Yes,1
116614,28,3,M.Tech/M.E.,Ahmedabad,Sales,Senior Engineer ,Female,3,No,0
116615,29,2,Other degrees,Delhi,Human Resources,Senior Associate - -,Male,5,Yes,1
116617,29,3,Ph.D/Doctorate,Bangalore,Sales,Senior Engineer ,Male,5,No,0
116621,26,3,Other degrees,Delhi,Marketing,Senior Engineer ,Male,0,No,0
116622,27,3,B.Tech/B.E.,Bangalore,Engineering,Associate Engineer ,Male,4,No,0
116623,35,3,B.Tech/B.E.,Chennai,Engineering,Lead Engineer ,Male,5,No,0
116638,29,2,Ph.D/Doctorate,Hyderabad,Services,Senior Engineer ,Male,5,No,0
116643,25,2,M.Tech/M.E.,Chennai,Engineering,Engineer ,Male,3,Yes,1
116655,39,2,B.Tech/B.E.,Delhi,Human Resources,Engineer  ,Male,4,No,0
116656,34,2,Other degrees,Hyderabad,Sales,Lead Engineer ,Male,2,No,0
116657,29,2,B.Tech/B.E.,Hyderabad,Human Resources,Associate Engineer  ,Male,2,No,0
116660,29,2,B.Tech/B.E.,Chennai,Sales,Associate Engineer ,Male,2,No,0
116664,43,2,B.Tech/B.E.,Kolkata,Marketing,Associate Engineer ,Female,1,No,0
116666,37,2,B.Tech/B.E.,Hyderabad,Legal,Senior Engineer ,Male,2,No,0
116669,35,2,MBA/PGDM,Delhi,Marketing,Lead Engineer ,Male,5,No,0
116670,26,2,Other degrees,Bangalore,Sales,Senior Engineer ,Male,5,No,0
116671,45,2,MBA/PGDM,Mumbai,Sales,Senior Engineer  ,Female,3,No,0
116699,27,2,MBA/PGDM,Bangalore,Human Resources,Senior Engineer ,Male,5,No,0
116701,27,2,Other degrees,Hyderabad,Legal,Associate Engineer  ,Male,4,No,0
116706,28,2,MBA/PGDM,Chennai,Sales,Senior Engineer ,Male,4,Yes,1
116709,31,2,Ph.D/Doctorate,Bangalore,Human Resources,Program Manager ,Male,1,No,0
116711,26,2,MBA/PGDM,Hyderabad,Human Resources,Associate Engineer ,Male,5,No,0
116713,33,2,Ph.D/Doctorate,Hyderabad,Support,Associate Engineer  ,Male,3,Yes,1
116718,27,2,Other degrees,Hyderabad,Training,Engineer ,Male,4,No,0
116745,28,2,M.Tech/M.E.,Kolkata,Sales,Engineer ,Male,2,Yes,1
116747,28,2,M.Tech/M.E.,Ahmedabad,Training,Engineer  ,Female,8,Yes,1
116748,58,2,Other degrees,Hyderabad,Sales,Engineer  ,Male,4,No,0
116750,29,2,MBA/PGDM,Chennai,Engineering,Senior Engineer  ,Male,5,No,0
116751,39,7,Other degrees,Bangalore,Support,Project Leader ,Male,1,No,0
116752,26,2,M.Tech/M.E.,Ahmedabad,Engineering,Senior Engineer  ,Male,4,Yes,1
116757,28,2,B.Tech/B.E.,Bangalore,Sales,Senior Engineer ,Female,5,No,0
116758,36,2,M.Tech/M.E.,Chennai,Marketing,Engineer  ,Male,4,No,0
116759,27,2,Other degrees,Hyderabad,Sales,Associate Engineer ,Male,3,Yes,1
116764,29,2,Ph.D/Doctorate,Chennai,Training,Associate Engineer  ,Male,3,No,0
116781,25,2,M.Tech/M.E.,Hyderabad,Engineering,Senior Engineer  ,Male,3,Yes,1
116793,28,2,B.Tech/B.E.,Ahmedabad,Support,Associate Engineer ,Male,5,No,0
116794,33,2,Other degrees,Delhi,Engineering,Senior Engineer  ,Male,2,No,0
116795,33,2,B.Tech/B.E.,Bangalore,Sales,Senior Engineer ,Male,1,No,0
116800,66,2,Other degrees,Delhi,Services,Lead Engineer ,Male,6,Yes,1
116805,31,2,Ph.D/Doctorate,Bangalore,Engineering,Senior Engineer  ,Male,1,No,0
116806,32,2,M.Tech/M.E.,Bangalore,Human Resources,Engineer ,Male,2,No,0
116807,36,2,M.Tech/M.E.,Hyderabad,Human Resources,Senior Associate - ,Female,3,No,0
116809,62,2,B.Tech/B.E.,Bangalore,Business Development,Senior Lead Engineer  ,Male,4,No,0
116810,61,2,B.Tech/B.E.,Kolkata,Training,Senior Engineer ,Female,6,Yes,1
116811,28,2,M.Tech/M.E.,Ahmedabad,Legal,Associate Engineer  ,Male,3,Yes,1
116819,41,0,Ph.D/Doctorate,Delhi,Support,Program Manager ,Male,3,No,0
116826,43,2,Other degrees,Bangalore,Engineering,Senior Lead Engineer  ,Male,2,No,0
116830,29,2,MBA/PGDM,Bangalore,Training,Program Manager ,Male,4,No,0
116840,26,2,MBA/PGDM,Bangalore,Training,Engineer  ,Male,2,No,0
116843,29,2,B.Tech/B.E.,Ahmedabad,Human Resources,Associate Engineer  ,Male,6,Yes,1
116847,26,2,B.Tech/B.E.,Chennai,Engineering,Project Leader ,Male,2,No,0
116868,44,2,M.Tech/M.E.,Kolkata,Business Development,Senior Engineer  ,Female,3,Yes,1
116869,64,2,Ph.D/Doctorate,Delhi,Business Development,Senior Engineer  ,Male,2,No,0
116870,25,2,M.Tech/M.E.,Kolkata,Support,Associate Engineer  ,Male,4,No,0
116872,26,2,MBA/PGDM,Chennai,Legal,Senior Engineer  ,Male,2,No,0
116903,34,2,M.Tech/M.E.,Ahmedabad,Sales,Project Manager ,Male,5,Yes,1
116904,35,2,M.Tech/M.E.,Delhi,Sales,Senior Engineer ,Male,4,No,0
116908,28,2,Other degrees,Delhi,Human Resources,Engineer  ,Male,5,No,0
116909,55,2,M.Tech/M.E.,Bangalore,Support,Project Leader ,Male,4,No,0
116914,31,2,M.Tech/M.E.,Kolkata,Human Resources,Senior Engineer ,Male,4,No,0
116918,31,2,Other degrees,Delhi,Human Resources,Senior Engineer ,Male,1,No,0
116920,65,2,M.Tech/M.E.,Ahmedabad,Human Resources,Technical Lead ,Male,3,No,0
116933,49,2,Other degrees,Bangalore,Research and Development,Officer  ,Male,4,Yes,1
116942,66,3,Other degrees,Bangalore,Business Development,Senior Lead Engineer ,Male,3,Yes,1
116956,47,2,M.Tech/M.E.,Bangalore,Support,Senior Engineer ,Male,4,No,0
116957,26,2,Ph.D/Doctorate,Hyderabad,Engineering,Associate Engineer ,Male,4,No,0
117015,27,2,Other degrees,Kolkata,Training,Senior Engineer ,Male,5,No,0
117018,27,2,B.Tech/B.E.,Hyderabad,Human Resources,Associate Engineer  ,Male,3,Yes,1
117022,32,2,MBA/PGDM,Chennai,Sales,Senior Engineer ,Female,5,Yes,1
117026,47,2,M.Tech/M.E.,Ahmedabad,Human Resources,Technical Lead ,Male,8,No,0
117032,26,2,Ph.D/Doctorate,Delhi,Marketing,Associate Engineer  ,Male,6,No,0
117051,26,2,Ph.D/Doctorate,Delhi,Support,Associate Engineer ,Male,4,Yes,1
117055,62,2,MBA/PGDM,Kolkata,Human Resources,Engineer  ,Female,5,No,0
117060,25,2,M.Tech/M.E.,Hyderabad,Accounting,Engineer  ,Male,5,No,0
117061,25,2,Other degrees,Delhi,Business Development,Associate Engineer  ,Male,2,Yes,1
117071,39,2,Other degrees,Hyderabad,Research and Development,Senior Engineer  ,Female,2,No,0
117075,65,2,Other degrees,Chennai,Training,Engineer ,Male,3,Yes,1
117079,31,2,MBA/PGDM,Ahmedabad,Training,Engineer  ,Male,5,Yes,1
117085,26,2,Ph.D/Doctorate,Ahmedabad,Training,Associate Engineer ,Male,2,No,0
117086,27,2,Ph.D/Doctorate,Bangalore,Accounting,Engineer  ,Male,4,No,0
117101,68,2,B.Tech/B.E.,Kolkata,Human Resources,Lead Engineer ,Male,2,No,0
117112,31,2,M.Tech/M.E.,Hyderabad,Sales,Senior Engineer  ,Male,4,Yes,1
117113,25,2,MBA/PGDM,Kolkata,Marketing,Engineer  ,Male,3,No,0
117116,28,2,MBA/PGDM,Bangalore,Services,Engineer ,Male,2,Yes,1
117117,41,2,MBA/PGDM,Chennai,Sales,Senior Engineer ,Male,5,No,0
117210,35,2,Ph.D/Doctorate,Mumbai,Business Development,Senior Lead Engineer ,Male,4,No,0
117211,32,8,Ph.D/Doctorate,Chennai,Human Resources,Technical Lead ,Male,3,Yes,1
117270,26,2,M.Tech/M.E.,Bangalore,Marketing,Engineer  ,Male,4,Yes,1
117271,30,2,MBA/PGDM,Hyderabad,Business Development,Engineer  ,Female,6,Yes,1
117273,29,2,M.Tech/M.E.,Hyderabad,Legal,Engineer  ,Female,2,No,0
117275,25,2,MBA/PGDM,Chennai,Support,Engineer ,Male,2,No,0
117278,25,2,B.Tech/B.E.,Delhi,Product Management,Engineer ,Male,4,No,0
117279,25,2,Ph.D/Doctorate,Ahmedabad,Research and Development,Associate Engineer  ,Male,3,Yes,1
117291,57,2,M.Tech/M.E.,Chennai,Sales,Lead Engineer ,Female,3,Yes,1
117332,60,2,M.Tech/M.E.,Ahmedabad,Human Resources,Senior Lead Engineer  ,Male,2,No,0
117392,25,2,Other degrees,Hyderabad,Training,Engineer  ,Male,6,Yes,1
117398,33,2,B.Tech/B.E.,Chennai,Sales,Engineer  ,Male,4,Yes,1
117456,24,2,B.Tech/B.E.,Hyderabad,Training,Engineer ,Female,3,Yes,1
117463,27,2,Ph.D/Doctorate,Bangalore,Support,Senior Engineer ,Male,3,No,0
117468,54,2,M.Tech/M.E.,Hyderabad,Sales,Senior Lead Engineer ,Male,3,Yes,1
117470,25,2,Other degrees,Chennai,Training,Engineer  ,Male,3,No,0
117473,25,2,M.Tech/M.E.,Kolkata,Accounting,Engineer  ,Male,6,Yes,1
117474,27,2,M.Tech/M.E.,Chennai,Sales,Engineer  ,Male,5,No,0
117475,29,2,Other degrees,Hyderabad,Business Development,Engineer  ,Male,5,No,0
117477,28,2,MBA/PGDM,Hyderabad,Training,Associate Engineer ,Female,4,No,0
