age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,AnnualIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
24,No,Non-Travel,896,Mechanical Systems/Design & Development,2,3,Technical Degree,1,1046,3,Male,59,4,2,Engineer ,2,Single,10227,122720,5,Yes,No,22,2,1,40,1,1,3,3,1,0,0,0
30,No,Non-Travel,1467,Lifecycle Solutions/Supply Chain Solutions,20,3,Technical Degree,1,1047,4,Male,54,2,2,Engineer  ,2,Married,9360,112320,4,Yes,No,14,4,1,40,0,1,3,4,1,0,0,0
64,No,Non-Travel,430,Mechanical Systems/Engineering Analysis,7,3,Technical Degree,1,1048,4,Male,52,2,2,Senior Engineer ,1,Married,9013,108160,5,Yes,No,24,3,3,40,2,1,2,3,1,0,0,0
24,No,Non-Travel,1326,Mechanical Systems/Design & Development,3,3,Technical Degree,1,1049,4,Male,60,3,2,Engineer ,1,Single,10400,124800,2,Yes,No,12,1,2,40,0,1,2,1,1,0,0,0
60,No,Non-Travel,1358,Mechanical Systems/Design & Development,16,3,Technical Degree,1,1050,4,Male,53,1,2,Lead Engineer  ,2,Married,9187,110240,4,Yes,No,23,4,3,40,2,1,2,1,1,0,0,0
49,No,Non-Travel,748,Lifecycle Solutions/Engineering Analytics,9,3,Technical Degree,1,1051,1,Male,56,2,2,Technical Lead ,1,Married,9707,116480,1,Yes,No,17,4,4,40,0,1,3,1,1,0,0,0
27,No,Non-Travel,383,Mechanical Systems/Design & Development,1,3,Technical Degree,1,1052,1,Male,59,1,2,Engineer ,4,Married,10227,122720,4,Yes,No,21,1,1,40,1,1,4,1,1,0,0,0
41,No,Non-Travel,990,Lifecycle Solutions/Engineering Process Services,7,3,Technical Degree,1,1053,3,Male,52,2,2,Senior Engineer  ,4,Divorced,9013,108160,3,Yes,No,22,2,2,40,2,1,2,3,1,0,0,0
51,No,Non-Travel,405,Mechanical Systems/Design & Development,1,3,Technical Degree,1,1054,2,Male,54,3,2,Lead Engineer ,3,Married,9360,112320,5,Yes,No,13,4,1,40,1,1,2,1,1,0,0,0
57,No,Non-Travel,1490,Mechanical Systems/Design & Development,7,3,Technical Degree,1,1055,3,Male,54,2,2,Lead Engineer ,4,Divorced,9360,112320,5,Yes,No,13,1,2,40,2,1,3,2,1,0,0,0
63,No,Non-Travel,829,Mechanical Systems/Design & Development,15,3,Technical Degree,1,1056,2,Male,54,4,2,Senior Lead Engineer ,2,Divorced,9360,112320,3,Yes,No,20,3,2,40,2,1,3,4,1,0,0,0
59,No,Non-Travel,1496,Mechanical Systems/Manufacturing Engineering,1,3,Technical Degree,1,1057,1,Female,60,1,2,Lead Engineer  ,1,Married,10400,124800,2,Yes,No,23,1,4,40,1,1,3,3,1,0,0,0
36,No,Non-Travel,115,Human Resources,13,4,Human Resources,1,1058,1,Male,47,2,1,Senior Officer ,2,Married,8147,97760,2,Yes,No,23,3,2,40,0,1,4,3,1,0,0,0
47,No,Non-Travel,790,Mechanical Systems/Detail Engineering,24,3,Technical Degree,1,1059,1,Male,59,3,2,Senior Engineer  ,4,Married,10227,122720,3,Yes,Yes,15,3,1,40,0,1,2,2,1,0,0,0
26,No,Non-Travel,660,Mechanical Systems/After Market Services,7,3,Technical Degree,1,1060,4,Female,55,3,2,Engineer ,2,Married,9533,114400,2,Yes,No,13,4,1,40,1,1,3,2,1,0,0,0
56,No,Non-Travel,381,Mechanical Systems/Manufacturing Engineering,9,3,Technical Degree,1,1061,2,Male,63,3,3,Technical Manager ,2,Married,10920,131040,6,Yes,Yes,15,4,3,40,0,1,2,3,1,0,0,0
29,No,Non-Travel,830,Mechanical Systems/Engineering Analysis,13,3,Technical Degree,1,1062,4,Male,51,4,2,Engineer ,4,Married,8840,106080,3,Yes,No,18,3,3,40,1,1,2,3,1,0,0,0
68,No,Non-Travel,1193,Lifecycle Solutions/Supply Chain Solutions,2,3,Technical Degree,1,1063,2,Male,55,1,2,Lead Engineer ,3,Married,9533,114400,5,Yes,Yes,11,3,2,40,0,1,2,3,1,0,0,0
68,No,Non-Travel,1246,Lifecycle Solutions/Supply Chain Solutions,19,3,Technical Degree,1,1064,3,Male,56,3,2,Lead Engineer ,3,Divorced,9707,116480,2,Yes,No,12,4,3,40,2,1,3,4,1,0,0,0
40,No,Non-Travel,330,Lifecycle Solutions/Supply Chain Solutions,1,3,Technical Degree,1,1065,3,Female,54,4,2,Senior Engineer ,1,Divorced,9360,112320,2,Yes,No,12,2,1,40,1,1,3,2,1,0,0,0
28,No,Non-Travel,1229,Lifecycle Solutions/Engineering Process Services,4,3,Technical Degree,1,1066,4,Male,59,4,2,Engineer  ,3,Married,10227,122720,5,Yes,Yes,19,2,1,40,0,1,2,1,1,0,0,0
62,No,Non-Travel,1099,Lifecycle Solutions/Engineering Process Services,4,3,Technical Degree,1,1067,1,Male,51,3,2,Lead Engineer ,1,Married,8840,106080,5,Yes,No,13,1,2,40,0,1,5,4,1,0,0,0
26,No,Non-Travel,571,Mechanical Systems/Manufacturing Engineering,14,3,Technical Degree,1,1068,3,Male,56,2,2,Engineer ,4,Married,9707,116480,4,Yes,Yes,11,4,2,40,1,1,4,2,1,0,0,0
46,No,Non-Travel,289,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,1069,3,Female,57,4,2,Senior Engineer ,4,Married,9880,118560,4,Yes,No,22,3,2,40,0,1,2,3,1,0,0,0
24,No,Non-Travel,1423,Sales,1,4,Project Management,1,1070,1,Female,49,3,1,Senior Officer ,2,Single,8493,101920,1,Yes,No,21,2,4,40,1,1,2,3,1,0,0,0
25,No,Non-Travel,467,Embedded Systems & Electronics,7,3,Technical Degree,1,1071,3,Male,50,3,2,Engineer ,1,Married,8667,104000,3,Yes,No,11,2,4,40,0,1,5,4,1,0,0,0
67,No,Non-Travel,271,Lifecycle Solutions/Supply Chain Solutions,3,3,Technical Degree,1,1072,3,Male,59,2,2,Senior Engineer ,4,Married,10227,122720,3,Yes,No,25,3,1,40,1,1,3,4,1,0,0,0
54,No,Non-Travel,410,Mechanical Systems/Design & Development,2,3,Technical Degree,1,1073,4,Male,58,4,2,Senior Engineer ,2,Married,10053,120640,5,Yes,No,13,3,3,40,3,1,3,3,1,0,0,0
59,No,Non-Travel,1083,Lifecycle Solutions/Engineering Process Services,29,3,Technical Degree,1,1074,3,Male,55,1,2,Lead Engineer  ,4,Married,9533,114400,5,Yes,No,12,1,2,40,2,1,2,1,1,0,0,0
56,No,Non-Travel,516,Engineering Software,8,3,Technical Degree,1,1075,4,Female,59,3,2,Lead Engineer  ,2,Married,10227,122720,4,Yes,Yes,13,4,1,40,0,1,6,2,1,0,0,0
56,No,Non-Travel,495,Mechanical Systems/Testing Services,10,3,Technical Degree,1,1076,3,Male,54,1,2,Lead Engineer ,4,Married,9360,112320,5,Yes,No,17,1,2,40,0,1,5,4,1,0,0,0
51,No,Non-Travel,1050,Lifecycle Solutions/Engineering Process Services,11,3,Technical Degree,1,1077,2,Male,58,3,2,Engineer  ,4,Divorced,10053,120640,4,Yes,No,23,2,1,40,1,1,2,4,1,0,0,0
60,No,Non-Travel,224,Mechanical Systems/Design & Development,1,3,Technical Degree,1,1078,1,Male,50,3,2,Project Leader ,2,Married,8667,104000,6,Yes,No,16,2,4,40,0,1,2,4,1,0,0,0
45,No,Non-Travel,136,Lifecycle Solutions/Engineering Process Services,28,3,Technical Degree,1,1079,4,Female,55,4,2,Engineer  ,2,Married,9533,114400,3,Yes,No,15,3,2,40,1,1,1,3,1,0,0,0
21,No,Non-Travel,1089,Lifecycle Solutions/Engineering Analytics,6,3,Technical Degree,1,1080,2,Female,53,1,2,Associate Engineer  ,1,Single,9187,110240,2,Yes,No,24,3,1,40,0,1,3,1,1,0,0,0
59,No,Non-Travel,228,Lifecycle Solutions/Supply Chain Solutions,3,3,Technical Degree,1,1081,3,Female,59,3,2,Senior Engineer  ,4,Married,10227,122720,2,Yes,No,23,1,1,40,1,1,2,4,1,0,0,0
34,No,Non-Travel,1029,Lifecycle Solutions/Engineering Process Services,16,3,Technical Degree,1,1082,4,Female,84,4,4,Senior Associate - -,2,Married,14560,174720,1,Yes,No,20,3,4,40,0,1,3,3,1,0,0,0
32,No,Non-Travel,507,Lifecycle Solutions/Engineering Process Services,20,3,Technical Degree,1,1083,1,Female,54,3,2,Senior Engineer ,2,Married,9360,112320,2,Yes,No,20,3,3,40,0,1,2,4,1,0,0,0
62,No,Non-Travel,676,Lifecycle Solutions/Engineering Process Services,9,3,Technical Degree,1,1084,4,Female,52,1,2,Senior Engineer  ,1,Married,9013,108160,5,Yes,No,24,3,1,40,0,1,3,2,1,0,0,0
49,No,Non-Travel,971,Mechanical Systems/Detail Engineering,1,3,Technical Degree,1,1085,4,Male,54,1,2,Senior Engineer  ,2,Married,9360,112320,2,Yes,Yes,15,3,2,40,0,1,3,2,1,0,0,0
42,No,Non-Travel,561,Sales,3,4,Project Management,1,1086,4,Male,58,2,4,Senior Director-Sales-,2,Married,10053,120640,1,Yes,No,25,4,3,40,0,4,2,3,4,1,1,1
28,No,Non-Travel,333,Lifecycle Solutions/Engineering Process Services,22,3,Technical Degree,1,1087,3,Male,53,4,2,Engineer  ,3,Married,9187,110240,2,Yes,Yes,23,4,1,40,0,1,2,1,1,0,0,0
26,No,Non-Travel,1440,Lifecycle Solutions/Engineering Process Services,7,3,Technical Degree,1,1088,2,Male,53,1,2,Engineer ,3,Married,9187,110240,2,Yes,Yes,13,3,2,40,1,1,4,1,1,0,0,0
54,No,Non-Travel,1210,Lifecycle Solutions/Supply Chain Solutions,2,3,Technical Degree,1,1089,3,Female,59,2,2,Technical Lead ,2,Married,10227,122720,4,Yes,No,21,2,1,40,1,7,3,3,7,2,2,2
36,No,Non-Travel,674,Mechanical Systems/After Market Services,13,3,Technical Degree,1,1090,1,Male,53,4,2,Senior Engineer  ,2,Married,9187,110240,4,Yes,No,22,2,4,40,0,9,2,1,9,2,2,2
25,No,Non-Travel,441,Mechanical Systems/After Market Services,8,3,Technical Degree,1,1091,3,Male,60,2,2,Engineer ,3,Married,10400,124800,4,Yes,No,17,1,4,40,1,1,3,1,1,0,0,0
27,No,Non-Travel,575,Lifecycle Solutions/Engineering Process Services,25,3,Technical Degree,1,1092,4,Female,59,1,2,Project Leader ,3,Married,10227,122720,1,Yes,No,18,4,3,40,0,1,2,2,1,0,0,0
32,No,Non-Travel,950,Lifecycle Solutions/Engineering Process Services,28,3,Technical Degree,1,1093,4,Female,56,2,2,Senior Engineer ,3,Married,9707,116480,4,Yes,No,22,2,1,40,1,1,3,3,1,0,0,0
51,No,Non-Travel,288,Mechanical Systems/Design & Development,2,3,Technical Degree,1,1094,4,Male,55,3,2,Senior Engineer ,3,Married,9533,114400,5,Yes,Yes,12,3,4,40,1,1,3,4,1,0,0,0
26,No,Non-Travel,1342,Mechanical Systems/After Market Services,9,3,Technical Degree,1,1095,1,Male,59,3,2,Engineer ,4,Married,10227,122720,3,Yes,No,24,1,1,40,0,1,5,2,1,0,0,0
43,No,Non-Travel,589,Lifecycle Solutions/Supply Chain Solutions,28,3,Technical Degree,1,1096,2,Male,50,4,2,Senior Engineer ,4,Married,8667,104000,2,Yes,Yes,23,2,2,40,1,1,3,2,1,0,0,0
50,No,Non-Travel,898,Lifecycle Solutions/Engineering Analytics,6,3,Technical Degree,1,1097,3,Female,55,1,2,Senior Lead Engineer ,4,Married,9533,114400,4,Yes,Yes,14,3,3,40,0,1,2,3,1,0,0,0
70,No,Non-Travel,350,Mechanical Systems/Engineering Analysis,21,3,Technical Degree,1,1098,3,Male,51,2,2,Senior Lead Engineer ,4,Divorced,8840,106080,2,Yes,No,18,3,4,40,3,1,3,2,1,0,0,0
55,No,Non-Travel,1142,Mechanical Systems/Design & Development,8,3,Technical Degree,1,1099,4,Male,71,2,3,Technical Manager ,3,Divorced,12307,147680,5,Yes,Yes,13,1,4,40,0,1,2,3,1,0,0,0
65,No,Non-Travel,538,Lifecycle Solutions/Supply Chain Solutions,1,3,Technical Degree,1,1100,1,Male,58,2,2,Senior Engineer ,4,Divorced,10053,120640,5,Yes,No,11,2,3,40,3,1,4,4,1,0,0,0
28,No,Non-Travel,1402,Lifecycle Solutions/Engineering Process Services,28,3,Technical Degree,1,1101,2,Female,60,1,2,Senior Engineer ,4,Married,10400,124800,3,Yes,No,19,3,2,40,2,1,5,4,1,0,0,0
23,No,Non-Travel,824,Lifecycle Solutions/Engineering Process Services,5,3,Technical Degree,1,1102,4,Male,58,2,2,Engineer  ,2,Single,10053,120640,4,Yes,No,18,2,1,40,1,1,2,1,1,0,0,0
30,No,Non-Travel,1157,Lifecycle Solutions/Engineering Analytics,2,3,Technical Degree,1,1103,3,Male,55,1,2,Senior Engineer ,1,Married,9533,114400,2,Yes,Yes,17,1,2,40,0,1,3,4,1,0,0,0
26,No,Non-Travel,492,Lifecycle Solutions/Engineering Process Services,16,3,Technical Degree,1,1104,3,Male,51,3,2,Senior Engineer ,2,Divorced,8840,106080,5,Yes,No,18,1,4,40,1,1,2,1,1,0,0,0
24,No,Non-Travel,598,Mechanical Systems/Engineering Analysis,9,3,Technical Degree,1,1105,3,Male,54,2,2,Engineer ,1,Single,9360,112320,3,Yes,No,25,1,2,40,2,1,2,1,1,0,0,0
26,No,Non-Travel,1242,Mechanical Systems/Detail Engineering,8,3,Technical Degree,1,1106,1,Male,58,1,2,Associate Engineer  ,2,Married,10053,120640,4,Yes,No,16,3,3,40,1,1,6,1,1,0,0,0
32,No,Non-Travel,740,Lifecycle Solutions/Engineering Analytics,1,3,Technical Degree,1,1107,2,Male,54,1,2,Associate Engineer  ,4,Married,9360,112320,2,Yes,No,14,1,3,40,1,1,4,3,1,0,0,0
31,No,Non-Travel,888,Embedded Systems & Electronics,10,3,Technical Degree,1,1108,3,Male,58,2,2,Lead Engineer ,1,Married,10053,120640,2,Yes,No,11,1,4,40,0,1,2,3,1,0,0,0
37,No,Non-Travel,992,Mechanical Systems/Manufacturing Engineering,1,3,Technical Degree,1,1109,4,Female,57,3,2,Engineer ,3,Married,9880,118560,3,Yes,No,16,1,1,40,0,1,3,2,1,0,0,0
34,No,Non-Travel,1288,Lifecycle Solutions/Engineering Process Services,29,3,Technical Degree,1,1110,3,Male,54,2,2,Project Leader ,4,Married,9360,112320,3,Yes,No,13,1,3,40,1,1,3,2,1,0,0,0
49,No,Non-Travel,104,Lifecycle Solutions/Supply Chain Solutions,2,3,Technical Degree,1,1111,1,Male,57,2,2,Lead Engineer ,3,Divorced,9880,118560,4,Yes,Yes,22,4,4,40,1,1,2,3,1,0,0,0
27,No,Non-Travel,607,Lifecycle Solutions/Supply Chain Solutions,2,3,Technical Degree,1,1112,3,Male,50,1,2,Engineer  ,2,Married,8667,104000,2,Yes,No,22,3,4,40,1,1,4,2,1,0,0,0
29,No,Non-Travel,903,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,1113,3,Female,59,1,2,Engineer  ,2,Married,10227,122720,3,Yes,No,11,1,4,40,2,1,2,1,1,0,0,0
28,No,Non-Travel,1200,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,1114,4,Male,53,2,2,Engineer  ,1,Married,9187,110240,3,Yes,No,24,4,4,40,1,1,3,3,1,0,0,0
32,No,Non-Travel,1108,Mechanical Systems/Detail Engineering,15,3,Technical Degree,1,1115,3,Male,59,2,2,Senior Engineer ,1,Married,10227,122720,3,Yes,No,23,3,1,40,1,1,3,3,1,0,0,0
25,No,Non-Travel,479,Lifecycle Solutions/Supply Chain Solutions,7,3,Technical Degree,1,1116,1,Female,52,1,2,Engineer  ,3,Married,9013,108160,5,Yes,No,16,3,4,40,0,1,4,4,1,0,0,0
35,No,Non-Travel,685,Lifecycle Solutions/Engineering Process Services,26,3,Technical Degree,1,1117,3,Female,60,4,2,Engineer  ,1,Married,10400,124800,4,Yes,No,19,3,3,40,1,1,3,4,1,0,0,0
26,No,Non-Travel,1351,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,1118,2,Male,52,2,2,Engineer  ,1,Married,9013,108160,3,Yes,No,12,1,2,40,1,1,3,3,1,0,0,0
24,No,Non-Travel,474,Mechanical Systems/Design & Development,3,3,Technical Degree,1,1119,1,Male,59,2,2,Engineer ,4,Single,10227,122720,2,Yes,No,25,4,3,40,0,1,5,1,1,0,0,0
61,No,Non-Travel,1245,Mechanical Systems/Manufacturing Engineering,14,3,Technical Degree,1,1120,3,Male,60,4,2,Senior Lead Engineer ,2,Married,10400,124800,5,Yes,No,16,4,2,40,1,1,3,4,1,0,0,0
32,No,Non-Travel,437,Lifecycle Solutions/Engineering Process Services,16,3,Technical Degree,1,1121,2,Male,57,4,2,Senior Engineer ,3,Married,9880,118560,2,Yes,No,20,3,4,40,0,1,5,4,1,0,0,0
25,No,Non-Travel,884,Mechanical Systems/Design & Development,1,3,Technical Degree,1,1122,2,Male,60,1,2,Engineer ,4,Married,10400,124800,3,Yes,No,23,1,2,40,0,2,5,4,2,1,1,1
23,No,Non-Travel,1370,Mechanical Systems/Manufacturing Engineering,3,3,Technical Degree,1,1123,2,Female,58,3,2,Associate Engineer ,4,Single,10053,120640,2,Yes,Yes,18,2,2,40,0,1,3,1,1,0,0,0
24,No,Non-Travel,670,Mechanical Systems/Engineering Analysis,10,3,Technical Degree,1,1124,1,Male,50,3,2,Engineer ,4,Single,8667,104000,2,Yes,Yes,17,2,1,40,0,1,4,2,1,0,0,0
26,No,Non-Travel,1462,Mechanical Systems/Detail Engineering,6,3,Technical Degree,1,1125,4,Male,58,3,2,Associate Engineer  ,1,Married,10053,120640,3,Yes,No,17,4,2,40,1,1,3,4,1,0,0,0
61,No,Non-Travel,995,Mechanical Systems/Detail Engineering,2,3,Technical Degree,1,1126,1,Male,56,3,2,Lead Engineer ,4,Divorced,9707,116480,3,Yes,No,21,4,1,40,1,1,0,4,1,0,0,0
42,No,Non-Travel,264,Mechanical Systems/Detail Engineering,9,3,Technical Degree,1,1127,3,Male,53,2,2,Senior Engineer ,2,Married,9187,110240,4,Yes,Yes,11,2,3,40,1,1,2,4,1,0,0,0
57,No,Non-Travel,977,Lifecycle Solutions/Engineering Process Services,10,3,Technical Degree,1,1128,4,Male,56,1,2,Senior Lead Engineer ,3,Married,9707,116480,2,Yes,No,23,4,2,40,1,1,2,3,1,0,0,0
23,No,Non-Travel,1302,Lifecycle Solutions/Engineering Process Services,6,3,Technical Degree,1,1129,1,Male,52,3,2,Engineer  ,2,Single,9013,108160,4,Yes,Yes,24,2,3,40,1,1,3,3,1,0,0,0
22,No,Non-Travel,1059,Mechanical Systems/Manufacturing Engineering,9,3,Technical Degree,1,1130,4,Male,54,4,2,Associate Engineer  ,3,Single,9360,112320,2,Yes,No,20,4,4,40,0,1,2,3,1,0,0,0
59,No,Non-Travel,750,Mechanical Systems/Design & Development,28,3,Technical Degree,1,1131,2,Male,58,4,2,Engineer ,3,Married,10053,120640,5,Yes,No,23,4,3,40,2,1,3,3,1,0,0,0
22,No,Non-Travel,653,Lifecycle Solutions/Engineering Process Services,10,3,Technical Degree,1,1132,4,Male,57,1,2,Engineer ,1,Single,9880,118560,3,Yes,No,21,1,1,40,1,1,3,1,1,0,0,0
27,No,Non-Travel,118,Engineering Software,14,3,Technical Degree,1,1133,4,Male,53,1,2,Senior Engineer ,1,Married,9187,110240,5,Yes,No,13,2,3,40,1,1,2,3,1,0,0,0
25,No,Non-Travel,990,Mechanical Systems/Engineering Analysis,27,3,Technical Degree,1,1134,4,Male,52,3,2,Engineer ,3,Divorced,9013,108160,4,Yes,No,22,2,3,40,1,2,0,1,2,1,1,1
50,No,Non-Travel,1349,Lifecycle Solutions/Engineering Process Services,7,3,Technical Degree,1,1135,3,Female,55,4,2,Engineer  ,3,Married,9533,114400,2,Yes,No,21,4,3,40,1,1,5,3,1,0,0,0
28,No,Non-Travel,563,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,1136,4,Female,59,4,2,Engineer  ,4,Married,10227,122720,4,Yes,No,22,4,3,40,0,1,5,4,1,0,0,0
23,No,Non-Travel,329,Lifecycle Solutions/Engineering Process Services,24,3,Technical Degree,1,1137,3,Male,52,4,2,Engineer  ,4,Single,9013,108160,5,Yes,Yes,11,3,2,40,3,1,3,1,1,0,0,0
62,No,Non-Travel,457,Lifecycle Solutions/Engineering Process Services,26,3,Technical Degree,1,1138,2,Male,50,3,2,Senior Lead Engineer ,2,Married,8667,104000,2,Yes,Yes,24,1,1,40,0,1,2,1,1,0,0,0
22,No,Non-Travel,1234,Mechanical Systems/Design & Development,20,3,Technical Degree,1,1139,2,Male,58,4,2,Engineer ,4,Single,10053,120640,5,Yes,Yes,25,4,4,40,1,1,3,4,1,0,0,0
23,No,Non-Travel,634,Mechanical Systems/Design & Development,5,3,Technical Degree,1,1140,2,Male,51,2,2,Engineer ,3,Single,8840,106080,4,Yes,No,12,1,4,40,2,1,3,3,1,0,0,0
56,No,Non-Travel,1313,Mechanical Systems/Design & Development,7,3,Technical Degree,1,1141,2,Male,52,3,2,Senior Lead Engineer ,4,Divorced,9013,108160,2,Yes,Yes,14,1,3,40,1,1,4,1,1,0,0,0
23,No,Non-Travel,241,Mechanical Systems/Manufacturing Engineering,7,3,Technical Degree,1,1142,2,Male,58,1,2,Associate Engineer ,4,Single,10053,120640,3,Yes,No,21,1,2,40,1,1,3,4,1,0,0,0
38,No,Non-Travel,1015,Engineering Software,5,3,Technical Degree,1,1143,3,Male,77,1,3,Project Manager ,4,Married,13347,160160,6,Yes,Yes,23,4,3,40,0,1,3,3,1,0,0,0
26,No,Non-Travel,336,Mechanical Systems/Design & Development,26,3,Technical Degree,1,1144,1,Male,53,4,2,Engineer ,4,Married,9187,110240,4,Yes,No,22,4,2,40,1,1,2,4,1,0,0,0
75,No,Non-Travel,715,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,1145,4,Male,57,3,2,Senior Lead Engineer  ,2,Married,9880,118560,5,Yes,No,11,1,3,40,0,1,3,2,1,0,0,0
50,No,Non-Travel,559,Unspecified,12,2,Others,1,1146,3,Male,58,4,2,Technical Lead ,1,Married,10053,120640,9,Yes,Yes,25,2,3,40,2,1,2,1,1,0,0,0
35,No,Non-Travel,426,Mechanical Systems/Manufacturing Engineering,10,3,Technical Degree,1,1147,3,Male,52,2,2,Senior Lead Engineer  ,4,Divorced,9013,108160,5,Yes,No,19,4,3,40,1,1,3,2,1,0,0,0
24,No,Non-Travel,722,Embedded Systems & Electronics,25,3,Technical Degree,1,1148,3,Male,60,3,2,Associate Engineer ,2,Single,10400,124800,2,Yes,No,21,1,2,40,1,1,3,3,1,0,0,0
34,No,Non-Travel,1387,Lifecycle Solutions/Engineering Process Services,10,3,Technical Degree,1,1149,2,Male,56,2,2,Engineer  ,1,Married,9707,116480,4,Yes,No,11,2,1,40,3,1,3,3,1,0,0,0
35,No,Non-Travel,1302,Mechanical Systems/Detail Engineering,19,3,Technical Degree,1,1150,4,Male,52,4,2,Senior Engineer ,3,Divorced,9013,108160,3,Yes,No,12,2,1,40,2,1,3,1,1,0,0,0
58,No,Non-Travel,819,Lifecycle Solutions/Supply Chain Solutions,18,3,Technical Degree,1,1151,2,Male,53,4,2,Senior Engineer ,3,Married,9187,110240,3,Yes,No,11,3,1,40,0,1,2,3,1,0,0,0
23,No,Non-Travel,580,Mechanical Systems/Design & Development,27,3,Technical Degree,1,1152,2,Male,54,3,2,Engineer ,1,Single,9360,112320,5,Yes,No,14,3,3,40,1,1,5,3,1,0,0,0
25,No,Non-Travel,546,Embedded Systems & Electronics,5,3,Technical Degree,1,1153,3,Male,53,3,2,Engineer ,3,Married,9187,110240,3,Yes,No,19,4,3,40,0,1,2,2,1,0,0,0
56,No,Non-Travel,544,Mechanical Systems/Design & Development,3,3,Technical Degree,1,1154,2,Male,51,4,2,Senior Engineer  ,1,Married,8840,106080,4,Yes,Yes,16,3,4,40,0,1,2,1,1,0,0,0
27,No,Non-Travel,1176,Lifecycle Solutions/Supply Chain Solutions,26,3,Technical Degree,1,1155,4,Male,55,2,2,Engineer  ,4,Married,9533,114400,2,Yes,No,18,1,3,40,1,1,2,3,1,0,0,0
64,No,Non-Travel,170,Mechanical Systems/Design & Development,3,3,Technical Degree,1,1156,3,Male,59,4,2,Senior Lead Engineer ,2,Divorced,10227,122720,4,Yes,No,13,2,1,40,1,1,3,1,1,0,0,0
30,No,Non-Travel,884,Mechanical Systems/Engineering Analysis,15,3,Technical Degree,1,1157,1,Male,53,2,2,Senior Engineer ,1,Married,9187,110240,5,Yes,No,13,2,4,40,2,1,2,4,1,0,0,0
35,No,Non-Travel,208,Lifecycle Solutions/Supply Chain Solutions,8,3,Technical Degree,1,1158,3,Female,52,3,2,Engineer  ,2,Married,9013,108160,2,Yes,No,18,2,1,40,1,1,5,4,1,0,0,0
60,No,Non-Travel,671,Engineering Software,19,3,Technical Degree,1,1159,3,Female,51,1,2,Lead Engineer ,4,Married,8840,106080,5,Yes,No,13,3,2,40,3,1,2,3,1,0,0,0
24,No,Non-Travel,711,Trainee,4,2,Others,1,1160,1,Male,59,3,2,Associate Engineer  ,4,Single,10227,122720,3,Yes,No,18,4,1,40,0,1,2,4,1,0,0,0
26,No,Non-Travel,1329,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,1161,4,Female,58,2,2,Engineer  ,2,Divorced,10053,120640,2,Yes,No,13,3,1,40,2,1,3,3,1,0,0,0
28,No,Non-Travel,397,Mechanical Systems/Manufacturing Engineering,2,3,Technical Degree,1,1162,4,Female,56,3,2,Engineer  ,1,Married,9707,116480,5,Yes,Yes,12,1,2,40,1,1,6,4,1,0,0,0
23,No,Non-Travel,737,Lifecycle Solutions/Engineering Process Services,10,3,Technical Degree,1,1163,4,Female,50,4,2,Associate Engineer  ,3,Single,8667,104000,4,Yes,No,14,4,3,40,0,1,3,3,1,0,0,0
22,No,Non-Travel,1470,Lifecycle Solutions/Engineering Process Services,10,3,Technical Degree,1,1164,2,Female,50,3,2,Associate Engineer  ,3,Single,8667,104000,2,Yes,No,17,1,4,40,1,1,2,2,1,0,0,0
21,No,Non-Travel,448,Lifecycle Solutions/Engineering Process Services,16,3,Technical Degree,1,1165,3,Male,52,2,2,Associate Engineer  ,3,Single,9013,108160,2,Yes,Yes,16,4,3,40,0,1,2,1,1,0,0,0
22,No,Non-Travel,602,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,1166,1,Male,59,1,2,Associate Engineer  ,3,Single,10227,122720,3,Yes,Yes,21,4,1,40,0,1,3,3,1,0,0,0
61,No,Non-Travel,365,Lifecycle Solutions/Engineering Process Services,4,3,Technical Degree,1,1167,3,Male,57,4,2,Lead Engineer ,1,Married,9880,118560,3,Yes,No,11,3,3,40,1,1,3,4,1,0,0,0
24,No,Non-Travel,763,Lifecycle Solutions/Engineering Analytics,15,3,Technical Degree,1,1168,1,Male,54,4,2,Engineer  ,2,Single,9360,112320,3,Yes,Yes,19,3,2,40,2,1,2,1,1,0,0,0
23,No,Non-Travel,567,Mechanical Systems/Manufacturing Engineering,2,3,Technical Degree,1,1169,1,Male,59,1,2,Engineer  ,3,Single,10227,122720,2,Yes,Yes,12,2,1,40,0,1,2,4,1,0,0,0
